132.0,68.65874481201172
160.0,69.26856231689453
14.0,21.443220138549805
9.0,46.998260498046875
47.0,24.12049674987793
60.0,68.5063247680664
43.0,69.57051849365234
13.0,48.11347961425781
64.0,69.34878540039062
83.0,76.60031127929688
43.0,46.44127655029297
106.0,74.38992309570312
85.0,68.7274398803711
158.0,67.19546508789062
85.0,66.90005493164062
145.0,69.17730712890625
62.0,76.33568572998047
20.0,29.65021324157715
59.0,47.07115173339844
117.0,69.39388275146484
13.0,68.8657455444336
59.0,68.72891998291016
33.0,67.86090850830078
148.0,67.0287094116211
81.0,65.6950454711914
27.0,15.63099479675293
69.0,69.38583374023438
5.0,17.591230392456055
42.0,68.47871398925781
6.0,69.55796813964844
2.0,41.16120147705078
12.0,69.3555908203125
26.0,40.45471954345703
94.0,68.79938507080078
33.0,68.56993865966797
50.0,74.19722747802734
66.0,77.61752319335938
2.0,36.68939971923828
46.0,68.73499298095703
5.0,21.78980827331543
88.0,68.1500244140625
53.0,68.52599334716797
